1.000000000000000000e+00,1.165452414268371983e+00
2.000000000000000000e+00,1.154245798031505066e+00
3.000000000000000000e+00,1.143521945342632185e+00
4.000000000000000000e+00,1.170687204240292267e+00
5.000000000000000000e+00,1.206287286880066256e+00
6.000000000000000000e+00,1.247625688023619395e+00
7.000000000000000000e+00,1.293278996156221661e+00
8.000000000000000000e+00,1.341097895207383761e+00
9.000000000000000000e+00,1.388714795128087820e+00
1.000000000000000000e+01,1.434128113297646889e+00
1.100000000000000000e+01,1.476024843466731573e+00
1.200000000000000000e+01,1.513786926716996328e+00
1.300000000000000000e+01,1.547317537858600822e+00
1.400000000000000000e+01,1.576834995849570209e+00
1.500000000000000000e+01,1.602710575757122058e+00
1.600000000000000000e+01,1.625365070535017775e+00
1.700000000000000000e+01,1.645211989860779322e+00
1.800000000000000000e+01,1.662630781549457426e+00
1.900000000000000000e+01,1.677957132468820500e+00
2.000000000000000000e+01,1.691482085141762681e+00
2.100000000000000000e+01,1.703455225484537205e+00
2.200000000000000000e+01,1.714089408703271200e+00
2.300000000000000000e+01,1.723565758654288738e+00
2.400000000000000000e+01,1.732038362431086664e+00
2.500000000000000000e+01,1.739638436594412862e+00
2.600000000000000000e+01,1.746477915629850219e+00
2.700000000000000000e+01,1.752652492555877961e+00
2.800000000000000000e+01,1.758244172742217115e+00
2.900000000000000000e+01,1.763323409644123041e+00
3.000000000000000000e+01,1.767950888110110030e+00
3.100000000000000000e+01,1.772179013634220590e+00
3.200000000000000000e+01,1.776053157536052529e+00
3.300000000000000000e+01,1.779612699991047320e+00
3.400000000000000000e+01,1.782891905669525823e+00
3.500000000000000000e+01,1.785920660628149470e+00
3.600000000000000000e+01,1.788725093994226523e+00
3.700000000000000000e+01,1.791328103777971359e+00
3.800000000000000000e+01,1.793749802706290142e+00
3.900000000000000000e+01,1.796007897164401790e+00
4.000000000000000000e+01,1.798118010043914694e+00
4.100000000000000000e+01,1.800093956430663944e+00
4.200000000000000000e+01,1.801947979542317890e+00
4.300000000000000000e+01,1.803690953079112980e+00
4.400000000000000000e+01,1.805332555128172256e+00
4.500000000000000000e+01,1.806881417920241928e+00
4.600000000000000000e+01,1.808345257043234788e+00
4.700000000000000000e+01,1.809730983142261440e+00
4.800000000000000000e+01,1.811044798658913324e+00
4.900000000000000000e+01,1.812292281765645052e+00
5.000000000000000000e+01,1.813478459319906033e+00
