1.000000000000000000e+00,2.228941997456864056e-05
2.000000000000000000e+00,2.228165920375766671e-05
3.000000000000000000e+00,2.227615778965231399e-05
4.000000000000000000e+00,2.227258050980477312e-05
5.000000000000000000e+00,2.227044753212940577e-05
6.000000000000000000e+00,2.226913004247680361e-05
7.000000000000000000e+00,2.226941411703244395e-05
8.000000000000000000e+00,2.227732618033998783e-05
9.000000000000000000e+00,2.230350099789312097e-05
1.000000000000000000e+01,2.235344865653164577e-05
1.100000000000000000e+01,2.242007557839011288e-05
1.200000000000000000e+01,2.248847644008577056e-05
1.300000000000000000e+01,2.254595714340806476e-05
1.400000000000000000e+01,2.258740669644583037e-05
1.500000000000000000e+01,2.261475142815963551e-05
1.600000000000000000e+01,2.263387541827770210e-05
1.700000000000000000e+01,2.265173652371371243e-05
1.800000000000000000e+01,2.267462357609924145e-05
1.900000000000000000e+01,2.270745635362746530e-05
2.000000000000000000e+01,2.275372766526508343e-05
2.100000000000000000e+01,2.281573627060575011e-05
2.200000000000000000e+01,2.289489469710204766e-05
2.300000000000000000e+01,2.299200876027296977e-05
2.400000000000000000e+01,2.310749404248575522e-05
2.500000000000000000e+01,2.324152818025249491e-05
2.600000000000000000e+01,2.339415061879758211e-05
2.700000000000000000e+01,2.356532396835701596e-05
2.800000000000000000e+01,2.375496933751403426e-05
2.900000000000000000e+01,2.396298508946901693e-05
3.000000000000000000e+01,2.418925566776529429e-05
3.100000000000000000e+01,2.443365490321760186e-05
3.200000000000000000e+01,2.469604658520313149e-05
3.300000000000000000e+01,2.497628396023828762e-05
3.400000000000000000e+01,2.527420908378325159e-05
3.500000000000000000e+01,2.558965248424527192e-05
3.600000000000000000e+01,2.592243331456173586e-05
3.700000000000000000e+01,2.627236000371278933e-05
3.800000000000000000e+01,2.663923133543899484e-05
3.900000000000000000e+01,2.702283784398774462e-05
4.000000000000000000e+01,2.742296340905225473e-05
4.100000000000000000e+01,2.783938694038053999e-05
4.200000000000000000e+01,2.827188405932743010e-05
4.300000000000000000e+01,2.872022870480608637e-05
4.400000000000000000e+01,2.918419461096911471e-05
4.500000000000000000e+01,2.966355662205847029e-05
4.600000000000000000e+01,3.015809182584630241e-05
4.700000000000000000e+01,3.066758049934077213e-05
4.800000000000000000e+01,3.119180687001477884e-05
