1.000000000000000000e+00,3.431581278920795052e-04
2.000000000000000000e+00,1.872874088267795700e-04
3.000000000000000000e+00,1.282526551740961599e-04
4.000000000000000000e+00,9.744766004546280211e-05
5.000000000000000000e+00,7.856416790460852661e-05
6.000000000000000000e+00,6.581235861679489646e-05
7.000000000000000000e+00,5.662642610113860188e-05
8.000000000000000000e+00,4.969634936939020897e-05
9.000000000000000000e+00,4.428389134057746047e-05
1.000000000000000000e+01,3.994161884418711964e-05
1.100000000000000000e+01,3.638281802304445554e-05
1.200000000000000000e+01,3.341562390527942058e-05
1.300000000000000000e+01,3.090732183637294830e-05
1.400000000000000000e+01,2.876408232665684871e-05
1.500000000000000000e+01,2.691940853401771566e-05
1.600000000000000000e+01,2.532864733415789458e-05
1.700000000000000000e+01,2.397093100280796771e-05
1.800000000000000000e+01,2.287353633278200847e-05
1.900000000000000000e+01,2.229959482702191517e-05
2.000000000000000000e+01,7.165098852151120887e-05
2.100000000000000000e+01,3.911438555113814219e-01
2.200000000000000000e+01,4.829591755901886385e-01
2.300000000000000000e+01,4.882440694159340122e-01
2.400000000000000000e+01,5.289898785370693579e-01
2.500000000000000000e+01,5.100246790297804367e-01
2.600000000000000000e+01,5.170742101021253978e-01
2.700000000000000000e+01,5.098366591860509223e-01
2.800000000000000000e+01,5.231141910660719319e-01
2.900000000000000000e+01,5.187044078447496931e-01
3.000000000000000000e+01,5.094140983084870511e-01
3.100000000000000000e+01,5.154694292884411944e-01
3.200000000000000000e+01,5.042559049027640627e-01
3.300000000000000000e+01,5.127642784231998263e-01
3.400000000000000000e+01,5.205574232307452753e-01
3.500000000000000000e+01,5.383023100343962142e-01
3.600000000000000000e+01,5.248765338383558632e-01
3.700000000000000000e+01,5.122011534288104517e-01
3.800000000000000000e+01,5.077748432873352424e-01
3.900000000000000000e+01,5.419434966354504946e-01
4.000000000000000000e+01,5.376757785536975254e-01
4.100000000000000000e+01,5.379610289737943862e-01
4.200000000000000000e+01,5.530874461388730623e-01
4.300000000000000000e+01,5.447517758478860328e-01
4.400000000000000000e+01,5.100857984079147922e-01
4.500000000000000000e+01,5.339346621798078951e-01
4.600000000000000000e+01,5.224312990183828109e-01
4.700000000000000000e+01,5.481038629125443151e-01
4.800000000000000000e+01,5.260259168246796957e-01
4.900000000000000000e+01,5.338565593736180892e-01
5.000000000000000000e+01,5.434643379433259369e-01
5.100000000000000000e+01,5.299254761015516069e-01
5.200000000000000000e+01,5.318893513768285786e-01
